2025-05-15 21:28:15,930 - INFO - Connected to Drone at 127.0.0.1:5000
2025-05-15 21:28:15,933 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:15.932894Z'}
2025-05-15 21:28:17,934 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:17.934023Z'}
2025-05-15 21:28:19,934 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:19.934849Z'}
2025-05-15 21:28:21,936 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:21.935800Z'}
2025-05-15 21:28:23,937 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:23.937306Z'}
2025-05-15 21:28:25,940 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:25.940521Z'}
2025-05-15 21:28:27,942 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:27.941889Z'}
2025-05-15 21:28:29,942 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:29.942476Z'}
2025-05-15 21:28:31,943 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:31.943584Z'}
2025-05-15 21:28:33,944 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:33.944049Z'}
2025-05-15 21:28:35,945 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:35.944901Z'}
2025-05-15 21:28:37,946 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:37.946265Z'}
2025-05-15 21:28:39,947 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:39.947211Z'}
2025-05-15 21:28:41,948 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:41.947924Z'}
2025-05-15 21:28:43,948 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:43.948723Z'}
2025-05-15 21:28:45,950 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:45.949394Z'}
2025-05-15 21:28:47,952 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:47.952262Z'}
2025-05-15 21:28:49,953 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:49.953195Z'}
2025-05-15 21:28:51,954 - INFO - Sent: {'sensor_id': 'sensor3', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:28:51.954410Z'}
